0
0
10000
2
0
40
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2
0,1

242 258
231 269
252 248
226 274
267 233
251 249
274 226
236 264
249 251
249 251
222 278
235 265
272 228
241 259
276 224
223 277
267 233
243 257
275 225
210 290
234 266
257 243
241 259
267 233
270 230
216 284
252 248
244 256
262 238
219 281
249 251
258 242
224 276
249 251
245 255
266 234
259 241
263 237
216 284
253 247

263 237
244 256
260 240
222 278
261 239
241 259
247 253
260 240
255 245
222 278
238 262
266 234
266 234
189 311
280 220
228 272
255 245
276 224
283 217
229 271
232 268
241 259
249 251
258 242
265 235
240 260
258 242
255 245
260 240
231 269
240 260
251 249
198 302
242 258
251 249
262 238
254 246
268 232
235 265
272 228

1


