1
0
10000
2
0
40
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2
0,1

276 224
281 219
260 240
238 262
251 249
272 228
257 243
277 223
202 298
265 235
266 234
271 229
265 235
210 290
253 247
270 230
249 251
268 232
230 270
254 246
283 217
241 259
215 285
277 223
267 233
229 271
276 224
283 217
267 233
201 299
240 260
256 244
205 295
249 251
252 248
229 271
230 270
226 274
265 235
259 241

274 226
279 221
277 223
225 275
242 258
240 260
258 242
288 212
239 261
248 252
244 256
273 227
239 261
220 280
226 274
247 253
259 241
223 277
236 264
252 248
222 278
239 261
231 269
255 245
233 267
254 246
257 243
290 210
254 246
200 300
246 254
256 244
219 281
240 260
259 241
237 263
233 267
233 267
272 228
251 249


264 236
260 240
252 248
241 259
272 228
261 239
264 236
231 269
248 252
256 244
233 267
270 230
245 255
269 231
239 261
251 249
265 235
248 252
244 256
258 242
257 243
253 247
249 251
231 269
252 248
260 240
253 247
237 263
238 262
231 269
244 256
274 226
251 249
245 255
271 229
240 260
244 256
251 249
266 234
255 245

1


