1
0
10000
2
0
40
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2
0,1

272 228
220 280
239 261
259 241
269 231
245 255
232 268
270 230
235 265
261 239
276 224
281 219
223 277
250 250
246 254
237 263
256 244
299 201
258 242
262 238
239 261
263 237
270 230
247 253
242 258
234 266
257 243
237 263
230 270
277 223
289 211
260 240
238 262
234 266
279 221
220 280
253 247
235 265
248 252
238 262

285 215
228 272
248 252
261 239
253 247
241 259
263 237
298 202
243 257
246 254
240 260
265 235
235 265
234 266
269 231
245 255
242 258
290 210
260 240
262 238
241 259
263 237
245 255
236 264
242 258
246 254
252 248
234 266
218 282
259 241
261 239
254 246
249 251
231 269
283 217
234 266
273 227
248 252
259 241
235 265


258 242
257 243
264 236
235 265
254 246
246 254
270 230
240 260
244 256
282 218
260 240
258 242
258 242
256 244
226 274
252 248
251 249
247 253
227 273
268 232
260 240
249 251
230 270
247 253
265 235
252 248
258 242
266 234
244 256
237 263
234 266
256 244
265 235
264 236
266 234
229 271
232 268
253 247
277 223
252 248

1


